B08301_001E,B08301_001EA,B08301_001M,B08301_001MA,B08301_002E,B08301_002EA,B08301_002M,B08301_002MA,B08301_003E,B08301_003EA,B08301_003M,B08301_003MA,B08301_004E,B08301_004EA,B08301_004M,B08301_004MA,B08301_005E,B08301_005EA,B08301_005M,B08301_005MA,B08301_006E,B08301_006EA,B08301_006M,B08301_006MA,B08301_007E,B08301_007EA,B08301_007M,B08301_007MA,B08301_008E,B08301_008EA,B08301_008M,B08301_008MA,B08301_009E,B08301_009EA,B08301_009M,B08301_009MA,B08301_010E,B08301_010EA,B08301_010M,B08301_010MA,B08301_011E,B08301_011EA,B08301_011M,B08301_011MA,B08301_012E,B08301_012EA,B08301_012M,B08301_012MA,B08301_013E,B08301_013EA,B08301_013M,B08301_013MA,B08301_014E,B08301_014EA,B08301_014M,B08301_014MA,B08301_015E,B08301_015EA,B08301_015M,B08301_015MA,B08301_016E,B08301_016EA,B08301_016M,B08301_016MA,B08301_017E,B08301_017EA,B08301_017M,B08301_017MA,B08301_018E,B08301_018EA,B08301_018M,B08301_018MA,B08301_019E,B08301_019EA,B08301_019M,B08301_019MA,B08301_020E,B08301_020EA,B08301_020M,B08301_020MA,B08301_021E,B08301_021EA,B08301_021M,B08301_021MA,GEO_ID,NAME,state,place
52,,73,,52,,73,,52,,73,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,1600000US4843460,"Loma Linda CDP, Texas",48,43460
147,,197,,147,,197,,147,,197,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,1600000US4843462,"Loma Linda East CDP (Jim Wells County), Texas",48,43462
0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,1600000US4843463,"Loma Linda East CDP (Starr County), Texas",48,43463
45,,36,,45,,36,,24,,35,,21,,34,,21,,34,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,1600000US4843465,"Loma Linda West CDP, Texas",48,43465
88,,59,,78,,58,,78,,58,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,10,,18,,1600000US4843474,"Loma Vista CDP, Texas",48,43474
2616,,364,,2302,,391,,2102,,391,,200,,143,,180,,127,,20,,36,,0,,19,,0,,19,,0,,19,,0,,19,,0,,19,,0,,19,,0,,19,,0,,19,,0,,19,,0,,19,,0,,19,,0,,19,,44,,69,,109,,105,,161,,143,,1600000US4842820,"Lindale city, Texas",48,42820
19,,30,,19,,30,,0,,14,,19,,30,,19,,30,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,1600000US4843822,"Longoria CDP, Texas",48,43822
150,,105,,127,,105,,46,,26,,81,,103,,79,,103,,0,,14,,0,,14,,0,,14,,2,,3,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,1,,2,,9,,10,,9,,9,,4,,5,,1600000US4843948,"Loop CDP, Texas",48,43948
80,,56,,57,,42,,57,,42,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,11,,18,,0,,14,,12,,19,,1600000US4844038,"Los Altos CDP, Texas",48,44038
0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,1600000US4844062,"Los Angeles CDP, Texas",48,44062
9,,15,,9,,15,,9,,15,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,1600000US4844072,"Los Arcos CDP, Texas",48,44072
0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,1600000US4844075,"Los Arrieros CDP, Texas",48,44075
74,,47,,74,,47,,47,,54,,27,,44,,27,,44,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,1600000US4844076,"Los Barreras CDP, Texas",48,44076
0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,1600000US4844078,"Los Centenarios CDP, Texas",48,44078
734,,240,,690,,240,,643,,233,,47,,52,,26,,40,,21,,31,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,7,,12,,0,,14,,37,,60,,1600000US4801060,"Abram CDP, Texas",48,01060
0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,1600000US4801420,"Aguilares CDP, Texas",48,01420
18,,43,,18,,43,,0,,14,,18,,43,,18,,43,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,1600000US4801500,"Airport Heights CDP, Texas",48,01500
9,,14,,9,,14,,9,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,1600000US4802286,"Amada Acres CDP, Texas",48,02286
7,,17,,7,,17,,0,,14,,7,,17,,0,,14,,0,,14,,7,,17,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,1600000US4801816,"Alfred CDP, Texas",48,01816
39,,64,,39,,64,,39,,64,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,1600000US4802194,"Alto Bonito Heights CDP, Texas",48,02194
129,,134,,129,,134,,129,,134,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,1600000US4802290,"Amargosa CDP, Texas",48,02290
15,,23,,15,,23,,15,,23,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,1600000US4803008,"Amaya CDP, Texas",48,03008
22,,35,,12,,19,,12,,19,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,10,,16,,1600000US4805520,"B and E CDP, Texas",48,05520
33,,54,,33,,54,,33,,54,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,1600000US4805690,"Barrera CDP, Texas",48,05690
0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,1600000US4807642,"Benjamin Perez CDP, Texas",48,07642
65,,78,,52,,71,,52,,71,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,13,,20,,0,,14,,0,,14,,1600000US4809310,"Bonanza Hills CDP, Texas",48,09310
44,,39,,26,,41,,26,,41,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,18,,31,,0,,14,,0,,14,,1600000US4832910,"H. Cuellar Estates CDP, Texas",48,32910
0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,1600000US4834105,"Hillside Acres CDP, Texas",48,34105
210,,172,,179,,158,,179,,158,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,31,,47,,1600000US4834130,"Hilltop CDP (Frio County), Texas",48,34130
35,,30,,35,,30,,18,,26,,17,,28,,17,,28,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,1600000US4834133,"Hilltop CDP (Starr County), Texas",48,34133
390,,325,,365,,325,,129,,103,,236,,254,,236,,254,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,25,,39,,0,,14,,0,,14,,1600000US4834136,"Hilltop Lakes CDP, Texas",48,34136
235,,103,,235,,103,,218,,96,,17,,27,,17,,27,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,1600000US4828176,"Garden City CDP, Texas",48,28176
454,,276,,427,,261,,421,,258,,6,,10,,0,,14,,6,,10,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,27,,45,,1600000US4829912,"Glidden CDP, Texas",48,29912
243,,114,,220,,115,,149,,75,,71,,71,,58,,69,,13,,21,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,23,,40,,1600000US4834478,"Holiday Beach CDP, Texas",48,34478
614,,168,,575,,167,,536,,163,,39,,38,,23,,30,,16,,25,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,13,,20,,0,,14,,0,,14,,26,,30,,1600000US4834586,"Holly Lake Ranch CDP, Texas",48,34586
161,,119,,161,,119,,161,,119,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,1600000US4834865,"Horseshoe Bend CDP, Texas",48,34865
136,,80,,127,,79,,127,,79,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,4,,5,,5,,8,,1600000US4835754,"Iglesia Antigua CDP, Texas",48,35754
3940,,646,,3823,,636,,3283,,646,,540,,278,,227,,177,,277,,229,,36,,56,,0,,19,,0,,19,,43,,68,,43,,68,,0,,19,,0,,19,,0,,19,,0,,19,,0,,19,,0,,19,,0,,19,,0,,19,,3,,5,,71,,86,,1600000US4834856,"Hornsby Bend CDP, Texas",48,34856
183,,155,,183,,155,,166,,152,,17,,27,,6,,10,,11,,18,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,1600000US4835324,"Hull CDP, Texas",48,35324
21,,25,,21,,25,,21,,25,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,1600000US4835684,"Iago CDP, Texas",48,35684
329,,141,,255,,144,,204,,123,,51,,80,,51,,80,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,74,,111,,1600000US4835954,"Indian Springs CDP, Texas",48,35954
0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,1600000US4835966,"Indio CDP, Texas",48,35966
0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,1600000US4837390,"Jardin de San Julian CDP, Texas",48,37390
537,,184,,475,,182,,368,,145,,107,,94,,91,,92,,4,,8,,0,,14,,12,,23,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,8,,8,,45,,43,,9,,12,,1600000US4837112,"Ivanhoe city, Texas",48,37112
592,,328,,551,,322,,551,,322,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,41,,68,,1600000US4838168,"Juarez CDP, Texas",48,38168
372,,93,,350,,88,,325,,84,,25,,16,,25,,16,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,6,,10,,16,,13,,1600000US4838788,"Kemp city, Texas",48,38788
346,,144,,316,,144,,302,,147,,14,,13,,14,,13,,0,,14,,0,,14,,0,,14,,0,,14,,17,,21,,17,,21,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,3,,5,,9,,14,,1,,3,,1600000US4804300,"Asherton city, Texas",48,04300
1523,,231,,1474,,237,,1245,,190,,229,,122,,229,,122,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,22,,35,,14,,26,,13,,20,,1600000US4877416,"West Columbia city, Texas",48,77416
14868,,1031,,10513,,808,,7898,,564,,2615,,462,,1846,,344,,295,,102,,68,,68,,26,,28,,380,,212,,9,,16,,9,,16,,0,,25,,0,,25,,0,,25,,0,,25,,0,,25,,23,,27,,148,,195,,3169,,442,,66,,59,,940,,287,,1600000US4826736,"Fort Hood CDP, Texas",48,26736
885,,107,,823,,110,,753,,114,,70,,44,,70,,44,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,24,,26,,0,,14,,38,,35,,1600000US4871708,"Tahoka city, Texas",48,71708
146,,39,,135,,41,,95,,31,,40,,31,,28,,25,,12,,17,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,7,,8,,0,,14,,4,,7,,1600000US4879612,"Wilson city, Texas",48,79612
8500,,515,,7945,,479,,6915,,445,,1030,,255,,909,,238,,104,,73,,12,,21,,5,,8,,0,,21,,73,,71,,73,,71,,0,,21,,0,,21,,0,,21,,0,,21,,0,,21,,0,,21,,0,,21,,172,,106,,124,,99,,186,,94,,1600000US4854132,"Orange city, Texas",48,54132
1100,,174,,956,,163,,863,,163,,93,,59,,75,,44,,18,,28,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,19,,24,,98,,43,,18,,24,,9,,13,,1600000US4857608,"Pinehurst city, Texas",48,57608
97,,34,,82,,29,,70,,27,,12,,9,,6,,6,,2,,3,,4,,7,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,10,,11,,5,,7,,1600000US4848720,"Mingus city, Texas",48,48720
980,,121,,901,,121,,757,,105,,144,,81,,103,,72,,12,,17,,15,,18,,14,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,29,,27,,45,,40,,5,,7,,1600000US4870544,"Stratford city, Texas",48,70544
328,,106,,315,,107,,269,,89,,46,,43,,10,,11,,21,,24,,12,,18,,3,,6,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,13,,21,,1600000US4831340,"Groveton city, Texas",48,31340
939,,188,,812,,160,,705,,157,,107,,99,,101,,99,,6,,11,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,39,,52,,0,,14,,88,,61,,1600000US4842664,"Liberty Hill city, Texas",48,42664
51,,72,,51,,72,,51,,72,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,1600000US4825352,"Falcon Mesa CDP, Texas",48,25352
1860,,407,,1777,,404,,1307,,317,,470,,165,,330,,165,,0,,19,,19,,22,,0,,19,,121,,128,,0,,19,,0,,19,,0,,19,,0,,19,,0,,19,,0,,19,,0,,19,,0,,19,,0,,19,,38,,64,,0,,19,,45,,72,,1600000US4880716,"Zapata CDP, Texas",48,80716
376,,107,,342,,100,,266,,101,,76,,44,,66,,39,,10,,17,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,9,,15,,25,,28,,1600000US4826136,"Florence city, Texas",48,26136
704,,125,,642,,128,,530,,123,,112,,55,,68,,46,,16,,14,,9,,14,,19,,29,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,1,,3,,13,,16,,48,,34,,1600000US4823272,"Elmendorf city, Texas",48,23272
4257,,257,,3719,,297,,3514,,311,,205,,93,,172,,84,,33,,42,,0,,19,,0,,19,,0,,19,,9,,14,,0,,19,,9,,14,,0,,19,,0,,19,,0,,19,,0,,19,,0,,19,,0,,19,,60,,56,,18,,28,,451,,211,,1600000US4833146,"Helotes city, Texas",48,33146
1499,,182,,1323,,196,,1179,,221,,144,,146,,110,,146,,34,,29,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,6,,8,,170,,108,,1600000US4834628,"Hollywood Park town, Texas",48,34628
5514,,462,,4886,,457,,4204,,479,,682,,260,,592,,257,,90,,62,,0,,21,,0,,21,,0,,21,,230,,128,,230,,128,,0,,21,,0,,21,,0,,21,,0,,21,,0,,21,,0,,21,,38,,46,,122,,97,,44,,50,,194,,92,,1600000US4842388,"Leon Valley city, Texas",48,42388
848,,113,,769,,107,,755,,106,,14,,15,,14,,15,,0,,14,,0,,14,,0,,14,,0,,14,,5,,7,,5,,7,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,4,,6,,0,,14,,70,,40,,1600000US4853988,"Olmos Park city, Texas",48,53988
647,,131,,604,,131,,523,,117,,81,,42,,73,,40,,8,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,6,,10,,9,,9,,9,,11,,19,,22,,1600000US4868708,"Somerset city, Texas",48,68708
4447,,314,,4358,,310,,4064,,302,,294,,107,,171,,96,,123,,75,,0,,21,,0,,21,,0,,21,,0,,21,,0,,21,,0,,21,,0,,21,,0,,21,,0,,21,,0,,21,,0,,21,,0,,21,,5,,20,,25,,40,,59,,61,,1600000US4833212,"Henderson city, Texas",48,33212
469,,126,,459,,125,,404,,106,,55,,43,,45,,37,,10,,11,,0,,14,,0,,14,,0,,14,,3,,5,,3,,5,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,7,,6,,1600000US4851168,"New London city, Texas",48,51168
9523,,551,,8141,,589,,7892,,593,,249,,162,,168,,97,,23,,43,,0,,25,,58,,99,,0,,25,,185,,113,,34,,65,,47,,44,,63,,61,,41,,47,,0,,25,,0,,25,,0,,25,,0,,25,,10,,17,,187,,172,,1000,,256,,1600000US4850100,"Murphy city, Texas",48,50100
536,,171,,505,,169,,495,,168,,10,,12,,10,,12,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,2,,3,,0,,14,,29,,23,,1600000US4822168,"East Mountain city, Texas",48,22168
132,,47,,122,,43,,120,,43,,2,,4,,2,,4,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,1,,3,,9,,10,,1600000US4877740,"Weston city, Texas",48,77740
2033,,226,,1938,,231,,1728,,231,,210,,89,,135,,68,,30,,31,,45,,47,,0,,19,,0,,19,,0,,19,,0,,19,,0,,19,,0,,19,,0,,19,,0,,19,,0,,19,,0,,19,,0,,19,,43,,40,,0,,19,,52,,46,,1600000US4829564,"Gilmer city, Texas",48,29564
986,,128,,952,,128,,855,,114,,97,,77,,71,,66,,18,,27,,0,,14,,0,,14,,8,,12,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,20,,17,,14,,20,,0,,14,,1600000US4867160,"Shamrock city, Texas",48,67160
2261,,235,,2144,,229,,1971,,227,,173,,122,,173,,122,,0,,19,,0,,19,,0,,19,,0,,19,,0,,19,,0,,19,,0,,19,,0,,19,,0,,19,,0,,19,,0,,19,,0,,19,,0,,19,,16,,26,,9,,19,,92,,61,,1600000US4809640,"Bowie city, Texas",48,09640
421,,131,,388,,122,,289,,88,,99,,80,,96,,80,,0,,14,,0,,14,,0,,14,,3,,4,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,29,,29,,0,,14,,4,,6,,1600000US4864184,"St. Jo city, Texas",48,64184
207,,46,,202,,45,,190,,45,,12,,13,,0,,14,,8,,11,,0,,14,,0,,14,,4,,6,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,3,,5,,2,,3,,1600000US4803564,"Appleby city, Texas",48,03564
1840,,232,,1580,,322,,1342,,290,,238,,151,,182,,116,,0,,14,,0,,14,,0,,14,,56,,98,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,11,,20,,249,,200,,1600000US4854444,"Ovilla city, Texas",48,54444
685,,139,,615,,136,,521,,126,,94,,59,,85,,55,,9,,15,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,9,,14,,33,,22,,28,,35,,1600000US4809628,"Bovina city, Texas",48,09628
398,,153,,392,,152,,367,,143,,25,,40,,25,,40,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,6,,11,,0,,14,,0,,14,,0,,14,,1600000US4866416,"Seadrift city, Texas",48,66416
0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,1600000US4865756,"Santa Monica CDP, Texas",48,65756
565,,110,,487,,93,,461,,96,,26,,26,,15,,21,,0,,14,,11,,10,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,63,,59,,0,,14,,15,,21,,1600000US4862564,"Robert Lee city, Texas",48,62564
7287,,387,,7012,,384,,6227,,418,,785,,250,,661,,238,,87,,82,,37,,46,,0,,21,,0,,21,,0,,21,,0,,21,,0,,21,,0,,21,,0,,21,,0,,21,,15,,24,,0,,21,,86,,66,,114,,83,,18,,29,,42,,45,,1600000US4805984,"Bay City city, Texas",48,05984
150,,57,,135,,53,,123,,49,,12,,11,,12,,11,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,15,,20,,1600000US4848372,"Mildred town, Texas",48,48372
3689,,321,,3496,,336,,3184,,351,,312,,131,,175,,110,,46,,44,,43,,42,,16,,22,,32,,50,,0,,19,,0,,19,,0,,19,,0,,19,,0,,19,,0,,19,,0,,19,,0,,19,,12,,21,,61,,58,,0,,19,,120,,74,,1600000US4838080,"Joshua city, Texas",48,38080
1138,,247,,1066,,243,,874,,227,,192,,97,,108,,64,,68,,75,,0,,14,,16,,29,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,6,,11,,17,,29,,0,,14,,49,,37,,1600000US4877020,"Weimar city, Texas",48,77020
100,,35,,92,,33,,89,,32,,3,,5,,2,,5,,0,,14,,1,,2,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,4,,5,,0,,14,,4,,7,,1600000US4863380,"Ross city, Texas",48,63380
981,,186,,917,,181,,765,,166,,152,,66,,118,,59,,34,,23,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,4,,7,,2,,3,,58,,49,,1600000US4838452,"Karnes City city, Texas",48,38452
